amount,merchant_category,hour,days_since_last_txn,txn_count_24h,avg_amount_30d,foreign,card_not_present,label
26.77,0,12,5.0,2,83.81,0,0,0
69.04,4,23,1.0,3,88.59,0,0,0
61.42,2,15,0.5,4,124.78,0,0,0
6.43,0,23,3.6,2,15.39,0,0,0
58.51,7,3,0.7,5,35.15,0,0,0
104.95,4,7,0.4,2,82.30,0,0,0
79.60,7,10,2.3,1,35.34,0,0,0
7.03,6,19,1.5,4,44.72,0,0,0
121.82,5,19,4.9,2,35.81,0,1,0
39.00,3,15,5.0,3,108.35,0,0,0
19.00,5,22,1.5,3,17.33,0,0,0
30.63,11,19,4.8,1,29.54,0,0,0
26.95,10,17,0.8,2,94.76,0,1,0
24.44,2,16,0.9,3,52.00,0,0,0
44.50,6,6,0.2,2,31.57,0,0,0
60.18,3,19,0.0,2,68.46,0,1,0
175.18,0,10,0.5,2,128.14,0,0,0
25.71,11,7,2.0,1,39.64,0,1,0
20.60,1,11,6.3,4,39.26,0,0,0
90.97,1,2,1.2,4,42.30,1,0,0
14.12,4,22,8.3,2,82.20,0,0,0
110.45,5,13,0.1,5,63.05,0,0,0
169.99,5,22,2.8,4,52.64,0,0,0
92.80,6,14,4.2,2,112.94,0,0,0
125.99,1,17,2.6,4,21.40,0,0,0
110.60,8,15,3.0,4,88.46,0,0,0
48.00,4,15,2.6,3,26.00,0,1,0
157.10,7,9,1.5,2,127.25,0,0,0
15.22,3,16,1.7,3,18.79,0,0,0
154.50,0,13,1.9,2,97.56,0,0,0
226.00,9,7,1.7,3,31.50,0,0,1
32.98,9,9,0.1,1,48.65,0,0,0
512.65,10,11,0.5,1,381.11,0,0,0
18.24,7,16,1.3,1,20.52,0,0,0
72.23,4,18,11.5,2,76.87,0,1,0
186.87,1,10,1.1,3,32.49,0,1,0
186.87,1,10,1.1,3,32.49,0,1,0
29.13,4,7,3.3,3,32.64,0,0,0
137.95,7,8,1.3,5,41.75,0,0,0
25.99,3,15,2.1,4,35.82,0,0,0
557.64,1,16,1.3,2,152.66,0,1,0
679.90,6,21,5.2,3,209.14,0,1,0
840.68,7,16,5.6,3,206.05,0,1,0
18.99,0,7,2.4,7,64.52,0,0,0
10.71,7,12,3.0,5,64.79,0,0,0
39.24,1,14,1.7,3,27.92,0,0,0
121.50,0,19,2.8,5,51.73,0,1,0
133.99,11,10,1.9,2,137.94,0,0,0
45.01,11,16,2.2,3,30.82,0,0,0
23.88,8,20,0.2,2,29.40,0,0,0
43.36,2,22,4.2,1,64.09,0,0,0
87.99,3,23,0.6,2,164.08,0,0,0
11.35,11,22,0.0,5,33.13,0,0,0
57.95,0,9,2.4,2,20.07,0,0,0
22.51,5,16,2.9,1,38.88,0,1,0
65.95,1,19,3.6,2,137.43,0,1,0
8.00,1,7,1.8,2,21.23,0,0,0
111.23,1,17,1.8,1,109.60,0,0,0
22.44,11,13,0.4,2,81.71,0,1,0
60.46,6,15,0.9,3,111.59,0,1,0
43.29,0,1,1.2,1,22.52,0,1,0
22.79,5,11,3.1,4,78.96,0,0,0
24.40,3,15,1.8,4,33.62,0,0,0
27.03,1,12,0.0,5,43.84,1,0,0
10.00,3,19,0.5,6,40.25,0,1,0
18.37,5,11,0.2,1,52.38,0,0,0
92.00,0,22,0.3,3,79.69,0,1,0
52.60,2,7,1.8,2,41.82,0,1,0
174.00,5,4,4.7,2,73.83,0,0,0
26.35,4,14,2.8,2,33.34,0,1,0
114.91,3,11,0.1,3,88.91,0,0,0
19.47,6,13,1.4,1,28.98,0,1,0
134.95,0,7,1.4,1,41.13,0,0,0
64.50,6,18,0.5,3,185.59,0,0,0
215.70,0,17,2.8,1,122.47,0,0,0
25.40,8,15,1.3,3,37.16,0,1,0
35.51,6,12,0.9,3,16.84,0,1,0
46.65,1,18,3.1,2,37.43,0,1,0
49.18,1,8,1.1,2,43.54,0,1,0
63.18,3,13,2.6,3,47.72,0,1,0
70.89,1,10,0.0,2,33.03,0,0,0
58.71,10,10,1.1,5,50.07,0,0,0
21.32,0,17,0.5,6,47.57,0,1,0
73.15,0,1,1.2,2,162.25,0,1,1
51.81,4,8,0.6,2,40.63,0,0,0
193.12,2,21,2.0,2,99.00,0,0,0
21.13,5,17,0.8,3,56.23,0,0,0
19.22,5,19,1.6,1,46.24,0,1,0
74.99,3,14,0.2,2,44.45,0,0,0
76.04,2,10,5.1,4,25.98,0,0,0
124.56,4,7,0.9,2,46.59,0,1,1
148.00,8,14,1.7,1,139.15,0,0,0
122.65,0,12,8.7,2,43.00,0,0,0
27.99,8,13,0.8,3,25.32,0,0,0
17.00,7,14,3.8,2,10.29,0,0,0
473.42,5,15,0.9,2,103.05,1,1,1
18.00,0,9,9.7,2,27.55,0,0,0
425.19,4,7,0.2,1,155.15,0,1,0
21.79,8,8,0.2,4,49.16,0,1,0
5.83,0,11,0.3,3,19.48,0,0,0
90.88,0,11,3.3,4,36.56,0,0,0
103.97,4,11,8.2,3,54.54,0,0,0
69.23,0,18,1.4,4,60.31,0,0,0
77.99,0,22,2.4,2,38.35,0,0,0
53.15,0,14,2.7,3,55.13,1,0,0
13.00,1,17,0.4,1,25.90,0,0,0
36.43,0,22,4.2,2,32.46,1,0,0
159.35,8,9,0.1,4,102.13,0,0,0
116.53,11,8,1.3,1,97.52,0,1,0
73.38,3,8,2.8,2,60.51,0,0,0
78.00,3,18,1.0,1,123.49,0,0,0
259.35,4,10,5.3,3,75.34,0,0,0
46.99,10,11,7.4,1,53.65,0,0,0
40.47,0,15,1.5,1,78.50,0,0,0
42.00,4,12,4.0,3,49.38,0,1,0
67.16,0,6,3.7,2,55.63,0,0,0
22.60,4,12,6.3,4,64.63,0,0,0
30.28,11,8,1.5,1,44.86,0,0,0
115.92,5,5,0.1,2,77.76,0,1,1
40.76,9,9,1.1,5,31.78,0,0,0
109.95,0,13,1.2,3,61.54,0,0,0
236.91,6,21,0.4,3,123.10,0,0,0
16.50,5,3,0.7,4,43.61,0,1,0
187.99,11,1,3.2,2,104.53,0,0,0
77.00,5,11,2.5,1,110.85,0,0,0
83.00,1,11,2.2,7,44.88,0,0,0
161.34,10,16,11.0,2,66.02,1,1,1
13.00,2,18,0.0,2,38.51,0,1,0
10.20,5,13,0.9,2,42.36,0,0,0
39.86,6,13,0.8,2,16.79,0,1,0
23.00,11,18,1.3,7,48.79,0,0,0
218.46,0,4,0.6,1,61.31,0,0,0
14.95,5,20,1.1,2,31.00,0,0,0
56.44,4,21,2.4,3,64.91,0,0,0
13.59,1,19,12.6,4,29.35,0,1,0
26.50,0,9,0.1,2,23.13,0,0,0
9.50,3,13,0.5,2,27.06,0,1,0
40.50,2,13,0.1,4,77.85,0,0,0
226.00,8,11,1.9,3,62.02,0,0,0
26.29,8,16,2.0,4,26.91,0,0,0
92.31,6,21,6.1,4,61.05,0,0,0
527.09,5,10,0.7,3,329.74,0,0,0
126.86,6,18,0.6,4,123.51,0,0,0
19.95,1,11,3.4,3,16.17,1,0,0
45.99,1,9,1.3,2,115.53,0,0,0
22.00,8,17,1.3,2,38.79,0,0,0
39.86,2,20,0.0,4,28.10,0,1,0
23.82,2,0,0.5,5,84.42,0,0,0
86.12,2,20,0.6,2,116.50,0,1,0
17.00,0,11,0.3,2,65.64,0,0,0
191.50,2,9,0.3,5,125.57,0,0,0
516.00,1,14,0.2,4,150.19,0,0,0
64.99,2,9,0.7,4,62.44,0,1,0
64.00,6,12,2.8,2,37.19,0,0,0
27.49,0,13,0.0,2,43.04,0,0,0
12.00,7,12,1.8,1,13.56,0,1,0
32.53,2,17,7.1,1,41.28,0,0,0
9.00,5,13,1.8,2,37.35,0,0,0
87.00,7,10,7.9,2,36.82,0,1,0
39.95,7,20,1.9,1,122.84,0,1,0
8.94,10,14,0.6,3,62.30,0,0,0
108.99,0,0,0.0,1,23.97,0,1,1
233.22,5,23,1.1,3,140.63,0,0,0
103.76,2,13,2.6,4,59.43,0,1,0
12.65,6,10,2.4,1,15.74,0,0,0
15.99,4,19,1.7,1,25.15,0,1,0
6.99,10,20,5.3,3,32.23,0,1,0
46.37,7,18,0.1,3,41.00,1,0,0
156.21,4,0,2.6,2,161.05,0,1,0
43.99,3,9,0.2,3,49.58,0,1,1
31.11,1,14,4.0,2,56.59,0,0,0
168.61,0,13,2.1,3,97.27,0,1,0
152.99,1,14,0.2,4,37.49,0,1,0
80.99,5,12,1.4,3,80.41,0,0,0
131.12,1,16,1.5,2,113.12,0,1,0
283.64,8,9,0.2,3,146.98,0,0,0
79.00,4,13,4.3,1,24.70,0,0,0
65.99,4,23,2.1,2,53.52,0,1,0
117.00,9,20,3.1,7,42.66,0,0,0
167.00,1,13,5.3,2,112.27,0,0,0
49.00,2,16,1.3,3,23.38,0,0,0
206.78,9,22,1.2,1,,0,1,1
112.00,8,11,1.4,1,67.94,0,0,0
50.00,5,17,7.5,2,29.53,0,1,0
78.00,2,21,4.0,3,25.37,0,0,0
17.98,3,9,0.9,1,34.81,0,0,0
14.45,3,7,1.8,2,15.68,0,1,0
252.82,3,7,2.0,3,50.56,0,1,1
14.35,6,1,2.8,4,,0,0,0
53.95,9,10,0.9,3,60.65,0,1,0
87.85,1,18,1.2,4,205.03,0,1,0
34.00,6,15,5.3,2,106.35,0,0,0
35.80,10,12,1.0,2,39.89,0,0,0
43.85,0,9,1.0,3,70.59,0,0,0
33.50,9,17,2.2,5,78.86,0,1,0
190.81,0,23,1.6,1,45.18,0,1,0
462.00,0,16,1.8,3,49.53,0,0,1
55.00,5,12,1.9,1,92.03,0,1,0
8.95,4,3,1.8,4,38.94,0,1,0
10.89,5,16,3.5,3,11.46,0,0,0
108.99,3,23,1.1,3,212.97,0,0,0
7.00,0,15,1.5,2,61.14,0,0,0
7.86,2,19,2.8,2,10.47,0,0,0
34.26,7,13,1.8,3,45.50,0,1,0
20.00,0,16,1.3,2,89.39,1,1,0
20.91,8,21,4.1,3,70.26,1,1,0
74.06,3,8,2.7,3,85.81,0,0,0
105.00,2,12,11.8,3,96.88,0,1,0
65.59,8,14,2.0,3,85.94,0,1,0
90.62,0,16,7.1,3,47.91,0,1,0
43.11,8,18,2.6,3,16.24,0,0,0
74.33,6,19,2.6,3,271.77,0,0,0
149.99,4,9,1.6,2,52.02,0,1,0
13.99,3,13,0.2,3,11.25,0,1,0
26.87,3,12,6.5,2,26.71,0,0,0
83.99,11,9,1.0,3,91.70,0,0,0
120.79,5,7,0.9,3,38.53,0,0,0
43.99,9,1,1.3,2,75.91,0,0,0
75.99,0,16,3.3,4,34.24,0,0,0
248.77,0,17,1.0,1,157.43,0,1,0
146.98,6,15,0.3,3,95.62,0,0,0
12.99,0,13,1.0,4,34.39,0,0,0
39.26,2,16,2.0,2,60.50,0,0,0
21.99,8,18,4.3,1,62.89,0,0,0
16.71,2,14,3.9,3,49.02,0,0,0
338.95,4,13,2.3,3,208.34,0,0,0
140.00,1,11,0.3,1,149.95,1,1,1
495.99,2,16,1.1,2,83.11,0,1,1
21.99,0,5,1.2,1,28.88,0,0,0
22.97,2,19,1.7,2,36.54,1,1,1
14.01,6,7,2.4,4,21.47,0,0,0
13.64,1,10,1.5,2,39.96,0,0,0
36.64,6,14,4.3,1,89.53,1,1,0
1280.82,2,13,1.0,2,246.36,0,0,1
102.31,0,13,1.0,3,119.69,0,0,0
45.43,3,11,1.4,3,33.91,0,0,0
98.50,5,19,0.3,2,58.09,0,1,0
30.06,6,14,8.8,1,81.00,0,0,0
247.32,5,10,5.9,2,33.15,0,1,1
334.95,1,14,0.5,2,102.06,0,0,0
31.95,11,16,1.3,4,67.66,0,1,0
4.41,4,17,7.2,6,45.40,0,0,0
80.82,0,8,1.1,1,35.15,1,0,0
8.50,0,8,5.7,3,40.68,0,0,0
20.73,3,8,0.3,3,20.39,0,0,0
373.94,5,11,2.8,3,51.24,0,0,0
34.15,5,13,0.7,2,67.46,0,0,0
69.65,10,12,6.2,2,60.47,0,0,0
21.63,1,10,0.0,5,44.46,1,1,0
65.28,1,15,4.5,3,55.13,0,0,0
162.26,11,15,1.1,4,67.97,0,0,0
20.07,3,13,0.4,3,24.68,0,0,0
128.87,2,20,1.3,1,59.18,0,0,0
220.61,0,8,12.1,5,71.01,0,0,0
76.33,3,18,1.1,1,139.21,0,1,0
79.58,9,10,2.4,1,72.30,0,1,0
66.64,1,8,5.2,3,53.59,0,0,0
74.95,4,18,1.5,3,72.53,0,1,0
83.98,1,18,5.2,1,54.70,0,0,0
67.00,1,2,0.7,1,22.46,0,0,0
88.50,3,18,0.6,2,83.52,0,0,0
52.86,11,7,0.8,4,53.23,0,1,0
209.52,0,23,5.3,1,166.92,0,0,0
141.00,8,23,1.0,5,61.47,0,0,0
129.75,4,20,3.2,4,89.34,0,0,0
7.99,0,18,0.3,2,23.37,0,0,0
16.99,9,13,0.6,2,42.86,0,0,0
106.54,2,15,8.8,3,31.96,0,0,0
118.45,4,12,0.6,2,182.35,0,0,0
17.41,1,8,1.7,1,45.73,0,0,0
21.53,2,14,2.8,3,67.02,0,0,0
3.36,9,13,2.2,3,20.65,0,0,0
34.37,7,10,3.4,4,67.77,1,1,0
89.99,10,10,0.1,2,76.58,0,0,0
4.46,0,7,1.0,4,16.79,0,0,0
76.55,9,16,0.1,6,43.03,0,0,0
59.92,0,17,1.1,1,61.95,0,0,0
42.95,10,15,1.0,6,32.06,1,0,0
32.16,1,19,3.7,3,68.09,0,0,1
26.35,9,12,1.8,4,30.73,0,1,0
14.65,2,21,1.0,1,15.12,0,0,0
275.99,8,15,0.7,2,95.15,0,0,0
24.83,5,12,3.3,2,36.46,1,0,0
383.00,7,14,0.4,3,79.91,0,0,1
35.24,7,21,2.2,1,159.00,0,0,0
229.95,5,13,0.2,1,62.38,0,0,0
91.95,2,17,3.8,6,124.39,0,0,0
32.69,1,8,2.9,2,37.58,0,0,0
143.00,2,15,0.7,2,91.22,1,0,0
202.51,0,13,1.3,2,84.81,1,1,1
87.85,4,15,2.2,3,53.40,0,1,0
134.25,2,8,3.3,1,73.23,0,0,0
22.23,9,7,2.2,3,35.66,0,0,0
79.00,3,12,4.1,1,67.03,0,0,0
27.00,2,15,0.3,2,,0,1,0
163.76,8,21,0.3,4,91.25,0,0,0
12.99,1,22,0.9,3,70.30,0,0,0
65.67,6,22,2.7,4,52.53,0,1,0
8.00,1,21,1.0,2,27.23,0,0,0
14.00,6,11,1.3,2,40.86,0,0,0
48.53,5,15,0.8,1,67.44,0,1,0
126.39,11,11,1.3,3,62.58,0,0,0
20.00,1,12,0.0,3,30.24,0,0,0
4.50,7,19,2.0,4,7.52,0,0,0
215.07,6,16,3.6,2,47.32,0,1,0
174.00,4,17,1.1,3,83.98,0,0,0
417.38,6,10,2.2,1,94.51,0,0,0
26.00,0,10,2.2,1,22.37,0,1,0
7.30,8,18,12.5,3,14.18,0,1,0
69.96,1,13,0.1,3,39.45,0,1,0
283.39,5,14,1.1,2,57.77,0,0,0
29.99,2,16,0.7,5,25.04,0,0,0
164.91,10,12,8.4,2,42.17,0,0,0
27.99,2,15,2.8,2,48.08,0,0,0
22.86,1,10,2.6,2,27.30,0,0,0
50.99,0,20,0.5,1,52.31,0,0,0
70.65,8,16,5.8,3,38.36,0,1,0
34.44,0,15,2.8,3,26.11,0,1,0
231.62,3,21,1.2,2,103.91,0,0,0
101.00,5,6,0.6,4,62.50,0,1,0
267.00,11,8,0.4,1,78.34,0,0,0
49.00,0,23,0.2,1,37.99,0,0,0
50.95,8,11,4.5,1,56.46,1,0,0
45.04,4,19,0.4,1,147.67,0,0,0
212.41,3,10,0.9,5,51.17,0,0,0
41.50,0,7,0.5,2,28.33,0,0,0
1.07,7,13,3.2,4,17.67,1,0,0
24.36,0,9,0.3,2,42.15,0,1,0
17.50,0,20,2.1,1,37.09,1,0,0
35.26,5,18,1.7,3,79.08,0,1,0
18.00,8,0,0.3,2,51.21,0,0,0
31.66,9,15,7.0,4,27.18,0,0,0
14.57,2,18,2.5,3,27.97,0,1,0
288.66,3,11,0.1,5,109.14,0,0,0
497.78,5,18,0.3,2,144.42,1,0,0
89.80,1,13,1.6,2,84.81,0,1,0
92.00,2,17,1.2,4,77.00,0,0,0
95.00,5,16,3.4,2,46.47,0,0,0
17.87,0,19,2.2,4,23.91,0,0,0
50.00,3,22,1.6,2,46.47,0,0,0
28.90,0,13,1.7,2,,0,0,0
87.29,1,9,0.1,2,56.58,0,0,0
32.99,9,22,0.3,2,29.07,0,0,0
638.99,1,14,5.0,2,140.86,0,1,1
9.70,4,21,0.9,3,19.15,0,0,0
51.41,10,2,1.2,5,17.41,0,1,1
170.24,1,18,3.3,4,82.01,0,1,0
12.00,8,18,0.1,2,37.12,0,0,0
37.86,5,13,0.7,4,54.19,0,1,1
27.99,2,18,0.2,2,40.98,0,1,0
42.14,2,12,0.7,2,67.87,0,1,0
10.50,3,12,0.2,2,44.20,0,0,0
41.20,7,19,2.5,2,50.87,0,0,0
8.95,10,19,3.0,3,14.09,0,0,0
117.99,7,6,0.8,4,167.80,0,1,0
65.66,4,10,7.1,2,118.41,0,0,0
113.96,3,13,1.7,4,60.30,0,0,0
116.95,1,21,2.7,2,46.70,0,0,0
31.00,0,14,6.0,4,21.78,0,1,0
61.46,2,9,2.6,3,94.64,0,1,0
30.00,0,12,5.0,1,63.21,0,0,0
10.76,6,11,5.9,2,34.04,0,0,0
21.09,0,4,3.5,1,23.81,0,0,0
30.13,10,16,2.4,4,51.44,0,1,0
32.95,10,19,3.0,6,33.87,1,1,1
49.17,6,21,1.8,4,28.79,0,0,0
6.59,2,8,3.8,2,36.20,0,1,0
31.50,0,1,3.3,3,31.28,0,0,0
45.99,0,17,0.2,4,40.81,0,1,0
65.83,6,12,1.0,2,53.96,0,0,0
17.71,0,8,7.0,1,69.25,0,0,0
65.87,4,12,1.8,2,84.68,0,0,0
60.96,1,7,5.8,3,113.46,0,0,0
96.69,5,9,0.6,1,27.70,0,0,0
156.99,1,12,6.5,2,170.23,0,0,0
113.46,7,12,3.5,2,27.44,0,0,0
156.28,2,11,4.4,3,97.30,0,1,0
92.99,2,18,3.0,4,130.06,0,1,0
35.28,0,9,2.3,3,63.23,0,0,0
13.61,1,15,1.1,2,59.32,0,0,0
5.16,1,7,2.6,2,29.44,0,0,0
29.44,9,10,1.9,2,54.95,0,0,0
165.00,2,2,3.0,2,78.69,0,0,0
19.41,2,6,1.0,3,93.33,0,1,0
84.12,7,11,0.2,2,52.73,0,0,0
23.99,5,10,1.2,1,30.66,0,0,0
48.00,4,10,1.3,2,77.46,0,0,1
23.99,3,19,0.7,2,46.72,1,0,0
184.99,5,10,0.4,1,71.10,1,0,0
21.19,8,5,0.4,1,89.79,0,1,0
20.41,7,4,2.0,3,39.09,0,0,0
13.07,1,22,1.8,1,27.15,0,0,0
12.98,0,7,2.1,3,37.54,0,0,0
18.25,8,16,1.7,1,95.98,0,0,0
45.69,5,1,0.6,3,100.29,1,1,1
20.23,2,11,1.3,4,19.21,0,1,0
232.16,4,5,3.1,5,94.41,0,0,0
50.56,7,7,1.6,3,54.66,0,0,0
66.44,6,14,0.0,3,53.15,0,1,0
65.99,4,13,0.7,1,46.38,0,1,0
29.99,10,13,8.5,1,36.35,0,0,0
64.86,5,14,3.4,2,36.05,0,0,0
68.21,4,10,0.3,1,64.10,0,0,0
348.37,3,10,6.8,3,158.41,0,1,0
35.16,4,20,2.1,1,36.63,0,0,0
16.79,10,13,0.3,2,58.09,0,0,0
62.99,10,13,0.5,3,49.74,0,0,0
116.97,9,12,1.2,3,89.73,0,0,0
111.99,5,2,0.9,3,75.21,0,0,0
21.99,1,20,0.7,3,57.09,0,0,0
353.04,2,14,5.0,1,64.94,0,0,0
17.20,9,7,0.5,3,14.63,0,1,0
47.38,6,15,4.3,2,21.54,0,0,0
60.38,1,17,1.2,4,29.49,1,0,0
19.00,7,12,1.6,3,41.73,0,1,0
195.95,7,14,0.0,4,131.00,0,0,0
96.00,0,17,0.6,3,69.03,0,0,0
56.00,2,22,1.9,1,65.33,0,0,0
80.65,3,14,5.8,1,71.21,1,0,0
67.54,7,9,4.6,3,69.57,0,1,0
36.99,2,20,0.7,2,40.57,0,1,0
83.63,3,15,0.2,3,51.96,0,0,0
8.53,6,10,12.1,2,33.14,0,0,0
12.00,5,9,0.3,5,20.41,1,1,1
159.41,4,11,3.7,3,106.84,0,1,0
151.03,4,10,5.9,2,199.44,0,0,0
24.99,3,17,4.3,4,47.13,0,0,0
75.99,0,21,3.1,2,,0,0,0
32.68,8,16,1.9,1,43.64,0,1,0
96.71,8,12,1.5,2,33.45,0,0,0
367.00,3,9,0.6,2,116.73,0,1,1
20.32,8,15,0.8,2,27.90,0,0,0
41.94,7,11,3.5,2,11.91,0,0,0
27.15,2,15,1.2,2,60.22,0,1,0
31.74,9,18,3.3,3,53.84,0,1,0
21.32,0,18,4.0,1,50.61,0,0,0
24.35,4,1,2.3,1,136.84,0,0,0
49.00,3,8,0.9,4,71.71,0,0,0
62.80,4,9,4.3,2,206.76,0,0,0
485.49,2,18,1.2,1,119.04,0,1,0
70.51,2,11,0.8,3,48.08,0,0,0
280.53,3,12,0.2,1,72.12,0,0,0
74.83,2,15,0.8,1,58.94,0,1,0
19.50,3,11,2.8,4,31.06,0,1,0
75.49,0,3,0.8,2,66.60,0,0,0
65.52,4,13,1.2,1,63.63,0,0,0
412.00,1,4,5.4,5,94.54,0,1,1
48.09,3,14,0.2,1,81.04,0,0,0
45.41,4,18,3.1,4,82.31,0,0,0
129.62,0,16,0.4,2,79.39,0,0,0
37.73,6,20,2.2,1,60.00,1,0,0
56.00,1,17,0.0,4,,0,1,0
414.51,2,21,5.1,1,56.24,0,1,1
60.58,6,14,14.5,5,23.54,0,1,0
182.00,7,4,0.5,2,43.06,0,0,1
153.50,0,12,0.5,1,44.93,0,0,0
57.74,10,7,1.7,5,58.08,0,0,0
29.42,10,11,5.0,2,164.60,0,1,0
103.58,9,14,7.9,2,49.29,0,0,0
33.00,0,16,5.1,3,26.46,0,0,0
52.47,0,12,0.2,1,47.83,0,0,0
40.95,2,17,3.0,2,50.50,0,0,0
209.02,8,18,0.4,3,170.86,0,1,0
15.65,5,13,1.0,3,29.14,0,0,0
60.87,0,2,0.6,1,87.16,0,0,0
48.99,0,17,5.7,4,35.37,0,0,0
38.63,5,19,1.0,2,65.93,0,0,0
389.69,0,8,7.8,4,187.40,0,0,0
206.00,11,16,2.1,2,175.84,0,0,0
41.95,3,14,8.2,1,62.23,0,0,0
64.58,1,17,0.6,3,38.25,0,0,0
104.11,4,13,8.4,3,108.09,0,0,0
24.50,0,5,3.4,2,31.81,0,1,0
91.52,8,20,2.3,3,52.19,0,0,0
97.51,0,12,10.6,1,81.08,1,0,0
11.95,8,15,0.5,3,9.48,0,0,0
52.50,8,13,0.2,4,133.51,0,1,0
49.95,1,8,1.8,1,39.92,0,1,0
71.01,10,18,4.3,3,27.79,0,0,0
96.95,8,19,2.7,3,146.13,0,1,0
74.04,0,1,5.2,3,60.20,0,0,0
95.47,9,6,0.4,3,30.45,0,0,1
110.64,2,9,0.4,2,148.12,0,1,0
43.00,8,14,2.4,2,26.72,0,1,0
14.10,8,15,0.1,3,9.58,0,1,0
59.17,8,23,6.2,4,62.88,0,1,0
177.52,5,17,0.4,4,171.56,0,0,0
39.27,4,2,6.2,2,53.72,0,1,0
243.49,2,9,0.5,2,74.37,0,0,0
28.00,7,8,1.8,3,75.96,0,0,0
48.07,0,15,2.0,3,30.34,0,0,0
22.00,5,11,4.3,3,27.23,0,0,0
110.99,6,7,1.4,1,143.99,1,0,0
12.00,5,6,1.3,2,48.26,1,0,0
89.99,3,14,3.0,2,50.59,1,0,0
90.99,4,20,4.8,3,108.58,0,1,0
107.25,4,13,0.7,6,107.59,0,1,0
180.05,2,22,1.6,3,98.28,0,1,0
182.21,8,21,0.2,2,53.88,0,0,0
49.66,1,15,2.9,3,95.05,0,0,0
105.51,1,14,8.1,4,59.44,0,0,0
73.95,4,14,0.5,2,69.39,0,1,0
59.58,10,20,1.3,5,71.19,0,1,0
148.00,3,18,1.2,3,53.38,0,1,0
7.85,8,9,0.4,4,33.10,0,0,1
12.15,1,15,0.9,4,24.36,0,0,0
7.99,8,20,3.4,2,25.28,0,0,0
42.31,1,18,7.0,1,41.33,0,1,0
231.26,1,10,3.3,1,65.17,0,0,0
54.03,3,18,2.0,2,27.74,0,0,0
51.71,6,15,0.5,1,48.90,0,1,0
62.34,10,19,1.9,3,59.84,0,0,0
786.74,1,13,0.3,4,51.05,1,0,1
41.68,3,1,1.6,2,36.77,0,0,0
928.67,0,12,3.3,2,66.85,1,1,1
55.25,10,18,3.8,2,84.87,0,1,0
23.28,3,8,0.1,3,18.52,0,0,0
21.09,2,17,0.6,2,23.68,0,1,0
116.50,2,22,3.2,3,54.17,0,0,0
94.89,4,11,0.9,6,30.14,0,0,0
151.85,7,6,1.7,3,152.72,0,1,0
97.02,7,17,0.5,3,58.00,0,1,0
54.50,4,10,0.5,2,104.30,0,0,0
54.99,4,6,4.0,1,81.23,0,0,0
356.59,1,19,3.7,4,100.18,0,0,0
49.00,3,18,2.8,2,36.94,0,0,0
51.00,0,16,2.8,4,58.88,0,1,0
25.02,5,14,2.7,2,65.16,0,1,0
103.00,0,9,7.4,1,29.70,0,0,0
97.99,1,9,6.0,4,63.31,0,0,0
41.19,2,14,2.3,3,26.19,0,0,0
29.37,10,15,0.6,2,32.08,0,1,0
176.48,8,12,3.2,2,85.41,0,0,0
221.99,7,19,3.4,3,60.50,0,0,0
8.00,3,17,1.1,7,47.23,0,0,0
7.99,5,16,3.2,1,10.44,0,1,0
104.53,4,21,2.5,6,,0,1,0
272.00,8,15,6.1,2,52.16,0,1,0
24.76,4,14,0.3,5,67.44,0,0,0
96.00,8,17,4.4,2,89.16,0,0,0
232.34,7,22,1.5,3,106.99,0,0,0
41.70,2,7,2.9,2,33.57,0,0,0
47.50,5,13,6.1,3,30.82,0,0,0
49.00,4,19,2.7,3,39.99,0,1,0
18.35,10,14,0.6,3,12.72,0,1,0
7.00,7,13,2.3,2,10.87,1,1,1
503.41,3,11,0.9,3,150.93,0,0,0
407.75,7,13,3.0,2,92.81,0,0,0
51.14,2,15,8.1,1,42.90,0,0,0
8.00,0,16,0.5,2,35.11,0,1,0
184.49,6,21,1.0,2,29.97,0,0,0
252.53,8,12,0.6,3,55.26,1,0,1
21.29,0,10,4.7,4,22.46,1,1,1
135.99,2,19,2.9,4,43.45,0,0,0
299.62,1,15,1.9,3,88.80,0,0,0
127.00,4,14,0.3,2,59.66,0,1,1
14.00,3,15,0.1,4,24.00,0,0,0
154.00,6,13,2.7,2,107.75,0,0,0
210.58,10,15,1.9,1,150.12,0,0,0
129.71,8,20,3.1,6,124.95,0,0,0
290.18,8,12,2.2,2,132.34,0,1,0
147.58,9,9,0.1,4,56.07,0,0,0
13.90,4,8,6.3,4,33.62,0,0,0
117.48,3,16,1.8,3,42.71,0,0,0
34.99,2,20,2.1,5,21.50,0,0,0
36.99,4,16,2.6,2,21.84,0,0,0
76.95,4,17,0.6,4,50.12,0,0,0
18.50,1,17,1.2,3,46.58,0,0,0
19.99,11,19,1.0,2,34.84,0,1,0
10.00,2,15,1.1,1,30.63,0,1,0
95.99,9,12,1.3,1,44.65,0,0,0
18.36,3,19,1.8,2,16.33,0,0,0
39.80,3,3,2.5,1,22.11,0,1,0
24.41,9,13,1.0,5,30.93,0,1,0
4.95,5,11,0.9,4,46.38,0,1,0
63.00,1,8,0.3,5,95.85,0,0,0
10.31,8,14,1.9,3,23.79,0,0,0
185.39,5,8,0.2,1,157.27,0,0,0
63.99,1,18,0.8,3,68.88,0,1,0
29.87,5,20,1.3,3,54.39,0,0,0
59.93,5,16,2.0,4,59.99,1,0,0
16.99,5,14,2.3,2,26.99,1,0,0
